gene_id,total_counts,n_cells_by_counts,is_mitochondrial
RGS21,0.0,0,False
RP5-1011O1.2,0.0,0,False
RP5-1011O1.3,0.0,0,False
RGS1,479.0,280,False
RGS13,0.0,0,False
RGS2,1413.0,745,False
LINC01032,0.0,0,False
UCHL5,123.0,118,False
TROVE2,238.0,221,False
RP11-101E13.5,4.0,4,False
GLRX2,79.0,75,False
CDC73,128.0,124,False
B3GALT2,5.0,5,False
LINC01031,0.0,0,False
RP11-21J7.1,0.0,0,False
RP11-98G13.1,0.0,0,False
RP11-563D10.1,0.0,0,False
RP11-476H20.1,0.0,0,False
RP11-476B1.1,0.0,0,False
KCNT2,0.0,0,False
CFH,24.0,24,False
CFHR3,0.0,0,False
CFHR1,0.0,0,False
CFHR2,0.0,0,False
CFHR4,0.0,0,False
CFHR5,0.0,0,False
F13B,0.0,0,False
ASPM,5.0,5,False
ZBTB41,12.0,12,False
CRB1,4.0,4,False
RP11-75C23.1,0.0,0,False
DENND1B,64.0,62,False
RP11-448G4.4,0.0,0,False
C1orf53,14.0,14,False
LHX9,0.0,0,False
NEK7,169.0,161,False
ATP6V1G3,0.0,0,False
RP11-553K8.2,5.0,5,False
PTPRC,1830.0,1225,False
RP11-553K8.5,1.0,1,False
MIR181A1HG,19.0,19,False
RP11-16L9.2,0.0,0,False
RP11-16L9.3,0.0,0,False
RP11-16L9.4,0.0,0,False
RP11-382E9.1,0.0,0,False
NR5A2,0.0,0,False
RP11-532L16.3,0.0,0,False
LINC00862,0.0,0,False
ZNF281,79.0,77,False
RP11-469A15.2,0.0,0,False
KIF14,1.0,1,False
DDX59,78.0,77,False
RP11-92G12.3,0.0,0,False
CAMSAP2,6.0,6,False
GPR25,1.0,1,False
C1orf106,0.0,0,False
KIF21B,36.0,36,False
RP11-168O16.1,1.0,1,False
RP11-168O16.2,0.0,0,False
CACNA1S,0.0,0,False
ASCL5,0.0,0,False
TMEM9,91.0,88,False
IGFN1,0.0,0,False
RP11-567E21.3,0.0,0,False
PKP1,0.0,0,False
TNNT2,0.0,0,False
LAD1,0.0,0,False
TNNI1,0.0,0,False
RP11-134G8.8,0.0,0,False
PHLDA3,6.0,6,False
CSRP1,243.0,188,False
RP11-134G8.7,4.0,4,False
RPS10P7,9.0,8,False
AC096677.1,5.0,2,False
NAV1,11.0,11,False
RP11-25B7.1,0.0,0,False
IPO9-AS1,6.0,6,False
RP11-90L20.2,0.0,0,False
IPO9,85.0,83,False
SHISA4,4.0,4,False
RP11-307B6.3,0.0,0,False
LMOD1,0.0,0,False
TIMM17A,298.0,202,False
RNPEP,299.0,249,False
RP11-465N4.5,2.0,2,False
RP11-465N4.4,0.0,0,False
ELF3,1.0,1,False
GPR37L1,0.0,0,False
ARL8A,75.0,74,False
PTPN7,345.0,252,False
LGR6,9.0,9,False
UBE2T,52.0,49,False
PPP1R12B,15.0,15,False
SYT2,0.0,0,False
RP11-569A11.1,2.0,2,False
RP11-569A11.2,0.0,0,False
KDM5B,32.0,32,False
RP11-480I12.10,0.0,0,False
PCAT6,1.0,1,False
RP11-480I12.4,0.0,0,False
RP11-480I12.7,0.0,0,False
RABIF,181.0,156,False
KLHL12,52.0,51,False
ADIPOR1,402.0,350,False
CYB5R1,142.0,132,False
TMEM183A,214.0,192,False
PPFIA4,0.0,0,False
MYOG,0.0,0,False
ADORA1,2.0,2,False
RP11-335O13.7,0.0,0,False
RP11-335O13.8,0.0,0,False
MYBPH,0.0,0,False
CHI3L1,1.0,1,False
CHIT1,1.0,1,False
RP11-134P9.3,20.0,20,False
LINC01136,14.0,14,False
BTG2,1400.0,965,False
FMOD,0.0,0,False
PRELP,0.0,0,False
OPTC,0.0,0,False
ATP2B4,90.0,88,False
LAX1,31.0,31,False
ZC3H11A,124.0,119,False
ZBED6,34.0,32,False
SNRPE,532.0,426,False
LINC00303,0.0,0,False
SOX13,9.0,3,False
RP11-74C13.4,0.0,0,False
ETNK2,1.0,1,False
RP11-74C13.3,0.0,0,False
REN,0.0,0,False
KISS1,0.0,0,False
GOLT1A,0.0,0,False
PLEKHA6,0.0,0,False
RP11-203F10.5,0.0,0,False
RP11-739N20.2,0.0,0,False
PPP1R15B,83.0,79,False
PIK3C2B,17.0,17,False
MDM4,197.0,189,False
RP11-430C7.4,1.0,1,False
LRRN2,0.0,0,False
RP11-430C7.5,2.0,2,False
RP11-23I7.1,0.0,0,False
NFASC,0.0,0,False
CNTN2,1.0,1,False
TMEM81,4.0,4,False
RBBP5,44.0,42,False
DSTYK,71.0,70,False
TMCC2,10.0,6,False
RP11-383G10.5,0.0,0,False
NUAK2,62.0,59,False
KLHDC8A,0.0,0,False
LEMD1-AS1,0.0,0,False
LEMD1,0.0,0,False
RP11-576D8.4,0.0,0,False
CDK18,6.0,6,False
MFSD4,8.0,8,False
ELK4,49.0,48,False
SLC45A3,7.0,7,False
NUCKS1,558.0,481,False
AC119673.1,1.0,1,False
RAB7L1,250.0,231,False
SLC41A1,31.0,29,False
PM20D1,3.0,3,False
SLC26A9,0.0,0,False
RP4-681L3.2,0.0,0,False
RP11-312O7.2,2.0,2,False
FAM72A,11.0,10,False
RP11-38J22.1,0.0,0,False
RP11-38J22.3,0.0,0,False
AVPR1B,0.0,0,False
C1orf186,6.0,5,False
RP11-38J22.6,0.0,0,False
CTSE,0.0,0,False
SRGAP2,42.0,39,False
SRGAP2-AS1,0.0,0,False
IKBKE,153.0,145,False
C1orf147,1.0,1,False
RP11-534L20.5,1.0,1,False
RASSF5,570.0,497,False
EIF2D,156.0,144,False
RP11-343H5.6,5.0,5,False
DYRK3,1.0,1,False
MAPKAPK2,84.0,83,False
IL10,4.0,4,False
IL19,0.0,0,False
IL20,0.0,0,False
IL24,21.0,13,False
FAIM3,722.0,561,False
PIGR,0.0,0,False
FCAMR,0.0,0,False
C1orf116,0.0,0,False
YOD1,5.0,5,False
PFKFB2,3.0,3,False
C4BPB,3.0,3,False
C4BPA,0.0,0,False
RP11-164O23.7,0.0,0,False
RP11-6J21.2,0.0,0,False
CD55,741.0,549,False
CR2,10.0,10,False
CR1,76.0,45,False
RP11-78B10.2,0.0,0,False
CR1L,0.0,0,False
CD46,289.0,273,False
RP11-328D5.1,0.0,0,False
CD34,2.0,1,False
PLXNA2,2.0,2,False
RP11-565N2.1,0.0,0,False
RP11-565N2.2,0.0,0,False
RP11-459K23.2,0.0,0,False
RP5-1051D14.1,0.0,0,False
RP11-385M4.1,0.0,0,False
RP11-372M18.1,0.0,0,False
RP11-372M18.2,0.0,0,False
MIR205HG,0.0,0,False
RP1-272L16.1,0.0,0,False
CAMK1G,0.0,0,False
LAMB3,0.0,0,False
RP1-28O10.1,36.0,7,False
G0S2,405.0,185,False
HSD11B1,8.0,8,False
TRAF3IP3,2166.0,1296,False
C1orf74,1.0,1,False
IRF6,0.0,0,False
DIEXF,52.0,50,False
SYT14,0.0,0,False
SERTAD4-AS1,0.0,0,False
SERTAD4,0.0,0,False
HHAT,7.0,7,False
KCNH1,0.0,0,False
RP11-543B16.3,0.0,0,False
RCOR3,98.0,96,False
TRAF5,137.0,130,False
RP11-318L16.6,0.0,0,False
RD3,0.0,0,False
RP11-359E8.3,0.0,0,False
SLC30A1,35.0,33,False
RP11-354K1.2,0.0,0,False
RP11-354K1.1,0.0,0,False
NEK2,3.0,3,False
RP11-122M14.1,1.0,1,False
RP11-122M14.3,0.0,0,False
LPGAT1,86.0,77,False
RP11-552D8.1,1.0,1,False
INTS7,20.0,20,False
DTL,2.0,2,False
RP11-15I11.2,0.0,0,False
RP11-15I11.3,0.0,0,False
PPP2R5A,168.0,159,False
RP11-384C4.7,2.0,1,False
RP11-384C4.2,1.0,1,False
TMEM206,52.0,50,False
NENF,483.0,400,False
RP11-61J19.2,0.0,0,False
RP11-61J19.3,0.0,0,False
RP11-61J19.4,7.0,7,False
ATF3,183.0,162,False
RP11-338C15.5,0.0,0,False
FAM71A,1.0,1,False
RP11-338C15.3,4.0,4,False
BATF3,87.0,72,False
NSL1,249.0,244,False
TATDN3,105.0,95,False
C1orf227,1.0,1,False
FLVCR1-AS1,19.0,19,False
FLVCR1,21.0,20,False
VASH2,0.0,0,False
ANGEL2,81.0,80,False
RPS6KC1,30.0,30,False
RP11-554K11.2,0.0,0,False
RP11-323I1.1,0.0,0,False
PROX1-AS1,0.0,0,False
PROX1,0.0,0,False
RP11-53A1.2,0.0,0,False
SMYD2,127.0,121,False
PTPN14,2.0,2,False
CENPF,12.0,8,False
KCNK2,0.0,0,False
KCTD3,6.0,6,False
USH2A,0.0,0,False
RP5-1111A8.3,0.0,0,False
RP11-22M7.2,0.0,0,False
RP5-1099E6.3,0.0,0,False
ESRRG,0.0,0,False
GPATCH2,56.0,54,False
RP11-361K17.2,0.0,0,False
SPATA17,0.0,0,False
SPATA17-AS1,0.0,0,False
LINC00210,0.0,0,False
RP11-152L7.1,0.0,0,False
RP11-152L7.2,0.0,0,False
RRP15,80.0,78,False
RP11-224O19.2,0.0,0,False
TGFB2,0.0,0,False
C1orf143,0.0,0,False
RP11-412H9.2,0.0,0,False
RP11-135J2.4,0.0,0,False
LYPLAL1,118.0,110,False
RP11-135J2.3,0.0,0,False
RP11-392O17.1,0.0,0,False
RP11-95P13.1,0.0,0,False
RP11-95P13.2,0.0,0,False
SLC30A10,0.0,0,False
EPRS,212.0,195,False
BPNT1,56.0,52,False
IARS2,119.0,114,False
RAB3GAP2,86.0,84,False
RP11-302I18.3,0.0,0,False
RP11-410C4.5,0.0,0,False
AC096644.1,0.0,0,False
RP11-410C4.4,0.0,0,False
MARK1,0.0,0,False
RP11-322F10.2,0.0,0,False
C1orf115,3.0,3,False
MARC2,8.0,8,False
MARC1,26.0,24,False
RNU6ATAC35P,0.0,0,False
RP11-295M18.6,0.0,0,False
RP11-295M18.2,0.0,0,False
HLA-AS1,1.0,1,False
HLX,14.0,14,False
RP11-421L10.1,0.0,0,False
RP11-103C3.1,0.0,0,False
DUSP10,81.0,60,False
RP11-191N8.2,0.0,0,False
RP11-815M8.1,1.0,1,False
RP11-400N13.2,0.0,0,False
RP11-400N13.3,0.0,0,False
RP11-400N13.1,0.0,0,False
RP11-358H9.1,0.0,0,False
HHIPL2,0.0,0,False
TAF1A,32.0,32,False
RP11-378J18.3,25.0,5,False
MIA3,121.0,115,False
RP11-378J18.8,2.0,2,False
AIDA,50.0,49,False
BROX,78.0,71,False
FAM177B,17.0,17,False
RP11-452F19.3,52.0,49,False
DISP1,11.0,10,False
TLR5,19.0,18,False
RP11-239E10.2,0.0,0,False
RP11-239E10.3,0.0,0,False
SUSD4,19.0,18,False
C1orf65,0.0,0,False
CAPN8,5.0,5,False
CAPN2,738.0,597,False
TP53BP2,39.0,34,False
RP11-504P24.8,6.0,6,False
RP11-504P24.4,0.0,0,False
RP11-504P24.6,6.0,6,False
AC138393.1,0.0,0,False
FBXO28,58.0,57,False
DEGS1,422.0,359,False
RP11-365O16.6,2.0,2,False
NVL,44.0,44,False
CNIH4,298.0,218,False
WDR26,72.0,69,False
CNIH3,12.0,12,False
RP11-100E13.1,0.0,0,False
RP11-3L21.2,0.0,0,False
RP11-449J1.1,0.0,0,False
DNAH14,2.0,2,False
LBR,318.0,260,False
AC092811.1,1.0,1,False
ENAH,3.0,3,False
RP11-145A3.1,0.0,0,False
SRP9,1226.0,890,False
EPHX1,9.0,9,False
RP11-285F7.2,48.0,46,False
TMEM63A,149.0,139,False
LEFTY1,1.0,1,False
RP4-559A3.7,0.0,0,False
PYCR2,275.0,250,False
LEFTY2,0.0,0,False
SDE2,60.0,59,False
RP11-396C23.4,0.0,0,False
H3F3A,1587.0,1032,False
RP11-396C23.2,1.0,1,False
ACBD3,88.0,58,False
RP11-275I14.4,0.0,0,False
MIXL1,0.0,0,False
LIN9,13.0,13,False
PARP1,413.0,311,False
C1orf95,1.0,1,False
ITPKB,110.0,106,False
ITPKB-AS1,3.0,3,False
PSEN2,18.0,18,False
ADCK3,119.0,113,False
CDC42BPA,0.0,0,False
RP5-1087E8.3,0.0,0,False
RP11-1B20.1,0.0,0,False
CTD-2090I13.1,0.0,0,False
RP11-275O4.3,0.0,0,False
ZNF678,34.0,33,False
SNAP47,142.0,103,False
JMJD4,70.0,70,False
SNAP47-AS1,0.0,0,False
PRSS38,0.0,0,False
WNT9A,0.0,0,False
WNT3A,0.0,0,False
ARF1,1871.0,1222,False
C1orf35,234.0,178,False
MRPL55,539.0,472,False
GUK1,2013.0,1295,False
GJC2,0.0,0,False
IBA57-AS1,0.0,0,False
IBA57,28.0,28,False
C1orf145,3.0,3,False
OBSCN,28.0,21,False
RP5-1139B12.2,0.0,0,False
RP5-1139B12.3,2.0,2,False
RP5-1139B12.4,0.0,0,False
RP11-245P10.6,2.0,2,False
TRIM11,109.0,103,False
RP11-245P10.8,0.0,0,False
RP11-245P10.4,0.0,0,False
TRIM17,1.0,1,False
HIST3H3,0.0,0,False
HIST3H2A,9.0,9,False
HIST3H2BB,1.0,1,False
RNF187,488.0,384,False
RHOU,10.0,10,False
RP5-1065P14.2,0.0,0,False
RP5-1061H20.5,0.0,0,False
TMEM78,0.0,0,False
RP5-1061H20.4,0.0,0,False
RAB4A,356.0,325,False
SPHAR,0.0,0,False
RP4-803J11.2,5.0,5,False
CCSAP,9.0,9,False
ACTA1,1.0,1,False
RP5-1068B5.3,1.0,1,False
NUP133,23.0,23,False
RP4-613A2.1,0.0,0,False
ABCB10,16.0,16,False
TAF5L,14.0,14,False
URB2,17.0,13,False
RP11-286M16.1,0.0,0,False
RP11-552D4.1,3.0,3,False
GALNT2,74.0,71,False
RP5-956O18.2,0.0,0,False
RP5-956O18.3,0.0,0,False
PGBD5,0.0,0,False
RP11-543E8.1,0.0,0,False
COG2,113.0,109,False
AGT,0.0,0,False
RP11-99J16__A.2,0.0,0,False
CAPN9,0.0,0,False
RP5-858B6.1,0.0,0,False
C1orf198,11.0,8,False
RP5-858B6.3,0.0,0,False
TTC13,48.0,47,False
ARV1,95.0,95,False
FAM89A,9.0,9,False
TRIM67,0.0,0,False
RP5-1097F14.3,0.0,0,False
C1orf131,204.0,194,False
GNPAT,214.0,167,False
EXOC8,31.0,31,False
SPRTN,132.0,98,False
EGLN1,139.0,127,False
RP11-295G20.2,42.0,40,False
TSNAX-DISC1,0.0,0,False
TSNAX,289.0,263,False
LINC00582,0.0,0,False
DISC1,25.0,25,False
RP5-865N13.2,0.0,0,False
RP5-865N13.1,0.0,0,False
SIPA1L2,3.0,3,False
RP11-66A2.1,0.0,0,False
RP11-66A2.2,0.0,0,False
MAP10,5.0,5,False
NTPCR,118.0,117,False
PCNXL2,25.0,24,False
MLK4,2.0,2,False
KCNK1,0.0,0,False
SLC35F3,6.0,6,False
RP11-488L4.1,0.0,0,False
RP4-799P18.2,0.0,0,False
RP4-799P18.3,0.0,0,False
RP5-827C21.2,0.0,0,False
RP5-827C21.6,1.0,1,False
RP5-827C21.4,81.0,69,False
COA6,283.0,234,False
TARBP1,113.0,105,False
RP5-855F14.1,2.0,2,False
RP5-855F14.2,0.0,0,False
IRF2BP2,318.0,288,False
RP4-781K5.2,4.0,4,False
LINC00184,1.0,1,False
RP4-781K5.9,0.0,0,False
RP4-781K5.4,0.0,0,False
RP4-781K5.5,0.0,0,False
RP4-781K5.6,0.0,0,False
RP4-781K5.7,0.0,0,False
LINC01132,2.0,1,False
RP11-443B7.2,0.0,0,False
RP11-443B7.1,7.0,6,False
RP11-443B7.3,5.0,4,False
RP4-597N16.4,0.0,0,False
TOMM20,893.0,720,False
RBM34,50.0,49,False
ARID4B,522.0,415,False
GGPS1,259.0,234,False
TBCE,42.0,39,False
TBCE-AS1,0.0,0,False
B3GALNT2,14.0,14,False
GNG4,0.0,0,False
LYST,416.0,333,False
LYST-AS1,0.0,0,False
RP5-940F7.2,0.0,0,False
RP4-580N22.2,0.0,0,False
NID1,6.0,6,False
GPR137B,68.0,67,False
ERO1LB,59.0,58,False
EDARADD,13.0,13,False
LGALS8,198.0,176,False
LGALS8-AS1,3.0,3,False
RP11-385F5.5,6.0,6,False
RP11-385F5.4,0.0,0,False
HEATR1,43.0,43,False
ACTN2,0.0,0,False
MTR,45.0,44,False
MT1HL1,0.0,0,False
RYR2,0.0,0,False
RP11-193H5.1,0.0,0,False
ZP4,0.0,0,False
MTRNR2L11,0.0,0,False
RP11-136B18.2,0.0,0,False
LINC01139,0.0,0,False
RP11-177F15.1,0.0,0,False
RP11-544D21.2,2.0,2,False
RP11-544D21.1,0.0,0,False
CHRM3,1.0,1,False
CHRM3-AS1,0.0,0,False
RP11-35L17.3,0.0,0,False
FMN2,0.0,0,False
RP11-567G24.3,0.0,0,False
RP11-177F11.1,0.0,0,False
AL646016.1,0.0,0,False
GREM2,5.0,5,False
RP11-467I20.2,0.0,0,False
RP11-80B9.4,0.0,0,False
RP11-80B9.1,0.0,0,False
RGS7,0.0,0,False
RP11-527D7.1,0.0,0,False
FH,218.0,150,False
KMO,41.0,40,False
OPN3,120.0,112,False
CHML,7.0,7,False
WDR64,1.0,1,False
EXO1,2.0,2,False
MAP1LC3C,0.0,0,False
PLD5,0.0,0,False
RP11-561I11.4,0.0,0,False
RP11-561I11.3,0.0,0,False
RP11-261C10.1,0.0,0,False
RP11-261C10.2,0.0,0,False
RP11-261C10.3,4.0,4,False
CEP170,43.0,39,False
RP11-261C10.5,0.0,0,False
RP11-261C10.4,0.0,0,False
AC092782.1,0.0,0,False
SDCCAG8,214.0,157,False
AKT3,31.0,31,False
RP11-269F20.1,0.0,0,False
RP11-278H7.1,0.0,0,False
ZBTB18,23.0,23,False
AL590483.1,0.0,0,False
RP11-278H7.4,1.0,1,False
RP11-278H7.3,0.0,0,False
C1orf100,0.0,0,False
RP11-518L10.5,2.0,2,False
ADSS,297.0,271,False
C1orf101,4.0,4,False
DESI2,73.0,71,False
COX20,230.0,209,False
HNRNPU-AS1,41.0,41,False
HNRNPU,838.0,668,False
RP11-11N7.4,3.0,3,False
RP11-156E8.1,32.0,32,False
EFCAB2,129.0,122,False
KIF26B,0.0,0,False
RP11-62I21.1,0.0,0,False
RP11-522M21.2,0.0,0,False
RP11-522M21.3,0.0,0,False
SMYD3,120.0,114,False
RP11-83A16.1,1.0,1,False
RP11-36N20.1,0.0,0,False
RP11-690C23.2,0.0,0,False
TFB2M,79.0,77,False
CNST,122.0,112,False
RP11-439E19.9,2.0,2,False
RP11-439E19.7,0.0,0,False
SCCPDH,144.0,136,False
RP11-439E19.10,0.0,0,False
AHCTF1,37.0,36,False
ZNF670,9.0,9,False
ZNF695,0.0,0,False
ZNF669,45.0,42,False
C1orf229,0.0,0,False
ZNF124,33.0,33,False
RP11-488L18.10,22.0,22,False
RP11-488L18.8,6.0,6,False
ZNF496,19.0,19,False
NLRP3,79.0,75,False
OR2B11,0.0,0,False
GCSAML,0.0,0,False
GCSAML-AS1,0.0,0,False
OR2C3,0.0,0,False
RP11-978I15.10,0.0,0,False
OR2G2,0.0,0,False
OR2G3,0.0,0,False
RP11-634B7.4,0.0,0,False
OR13G1,0.0,0,False
OR6F1,0.0,0,False
OR14A2,0.0,0,False
OR14K1,0.0,0,False
OR1C1,0.0,0,False
OR14A16,0.0,0,False
OR11L1,0.0,0,False
TRIM58,8.0,7,False
OR2W3,2.0,2,False
OR2T8,0.0,0,False
OR2AJ1,0.0,0,False
OR2L13,0.0,0,False
OR2L8,0.0,0,False
OR2AK2,0.0,0,False
OR2L5,1.0,1,False
OR2L2,0.0,0,False
OR2L3,0.0,0,False
OR2M5,0.0,0,False
OR2M2,0.0,0,False
OR2M3,0.0,0,False
OR2M4,0.0,0,False
OR2T33,0.0,0,False
OR2T12,0.0,0,False
OR2M7,0.0,0,False
OR14C36,0.0,0,False
OR2T4,0.0,0,False
OR2T6,0.0,0,False
OR2T1,0.0,0,False
OR2T7,0.0,0,False
OR2T2,0.0,0,False
OR2T3,0.0,0,False
RP11-407H12.8,2.0,2,False
OR2T5,0.0,0,False
OR2G6,0.0,0,False
RP11-438F14.3,0.0,0,False
OR2T29,0.0,0,False
OR2T34,0.0,0,False
OR2T10,2.0,2,False
OR2T11,1.0,1,False
OR2T35,0.0,0,False
OR2T27,0.0,0,False
OR14I1,0.0,0,False
XX-CR54.1,0.0,0,False
XX-CR54.3,0.0,0,False
LYPD8,0.0,0,False
SH3BP5L,23.0,23,False
ZNF672,89.0,88,False
ZNF692,54.0,52,False
AL672294.1,0.0,0,False
PGBD2,64.0,59,False
FAM110C,0.0,0,False
AC079779.7,0.0,0,False
SH3YL1,303.0,266,False
ACP1,864.0,634,False
FAM150B,2.0,2,False
AC079779.5,0.0,0,False
AC079779.6,0.0,0,False
AC105393.1,0.0,0,False
AC105393.2,0.0,0,False
AC093326.1,0.0,0,False
AC093326.2,0.0,0,False
AC093326.3,0.0,0,False
TMEM18,246.0,181,False
AC092159.2,0.0,0,False
AC092159.3,0.0,0,False
AC116609.1,0.0,0,False
RP13-539J13.1,0.0,0,False
AC116609.3,0.0,0,False
AC116609.2,0.0,0,False
LINC01115,0.0,0,False
AC113607.2,0.0,0,False
AC113607.3,0.0,0,False
AC116614.1,4.0,4,False
SNTG2,2.0,2,False
AC114808.3,0.0,0,False
AC114808.2,0.0,0,False
AC108462.1,0.0,0,False
TPO,4.0,3,False
AC144450.1,0.0,0,False
AC141930.2,0.0,0,False
AC144450.2,0.0,0,False
PXDN,0.0,0,False
MYT1L,1.0,1,False
AC093390.1,0.0,0,False
MYT1L-AS1,0.0,0,False
AC018685.1,0.0,0,False
AC018685.2,0.0,0,False
AC011995.1,0.0,0,False
AC011995.3,0.0,0,False
AC019118.2,2.0,2,False
AC019118.3,0.0,0,False
AC019118.4,0.0,0,False
TSSC1,212.0,154,False
TRAPPC12,156.0,150,False
TRAPPC12-AS1,12.0,12,False
RP11-1293J14.1,0.0,0,False
ADI1,552.0,428,False
AC142528.1,11.0,11,False
AC108488.4,6.0,6,False
RP13-512J5.1,0.0,0,False
RNASEH1,147.0,137,False
RNASEH1-AS1,62.0,58,False
RPS7,25642.0,2671,False
COLEC11,0.0,0,False
AC010907.2,0.0,0,False
ALLC,0.0,0,False
AC010907.5,0.0,0,False
DCDC2C,0.0,0,False
AC019172.2,0.0,0,False
AC107070.1,0.0,0,False
AC012445.1,0.0,0,False
AC022311.1,0.0,0,False
AC107057.1,0.0,0,False
AC107057.2,0.0,0,False
AC108025.2,0.0,0,False
SOX11,0.0,0,False
AC010729.2,0.0,0,False
AC010729.3,0.0,0,False
DKFZP761K2322,0.0,0,False
AC017053.1,0.0,0,False
AC105253.1,0.0,0,False
AC021021.2,0.0,0,False
hsa-mir-7515,0.0,0,False
LINC00487,0.0,0,False
AC017076.5,1.0,1,False
CMPK2,191.0,166,False
RSAD2,170.0,151,False
RP11-439M11.1,0.0,0,False
RNF144A,31.0,30,False
AC019048.1,0.0,0,False
RP11-557L19.1,0.0,0,False
AC092580.3,0.0,0,False
AC092580.4,147.0,129,False
AC007463.2,0.0,0,False
LINC00298,1.0,1,False
LINC00299,4.0,4,False
U91324.1,0.0,0,False
AC011747.3,0.0,0,False
AC011747.4,4.0,4,False
AC011747.6,0.0,0,False
AC011747.7,2.0,2,False
ID2,2268.0,1040,False
RP11-434B12.1,2.0,2,False
KIDINS220,94.0,94,False
MBOAT2,8.0,8,False
RP11-734K21.5,0.0,0,False
RP11-734K21.3,0.0,0,False
RP11-734K21.4,0.0,0,False
ASAP2,6.0,5,False
ITGB1BP1,520.0,441,False
CPSF3,84.0,83,False
IAH1,494.0,434,False
ADAM17,51.0,48,False
RP11-400L8.2,0.0,0,False
RP11-214N9.1,11.0,10,False
YWHAQ,1053.0,774,False
RP11-521D12.1,0.0,0,False
RP11-521D12.2,0.0,0,False
RP11-521D12.5,1.0,1,False
TAF1B,64.0,61,False
RP11-95D17.1,4.0,4,False
GRHL1,1.0,1,False
AC010969.1,0.0,0,False
RP11-254F7.1,1.0,1,False
RP11-254F7.2,26.0,25,False
KLF11,86.0,63,False
RP11-254F7.3,1.0,1,False
CYS1,0.0,0,False
AC104794.4,0.0,0,False
RP11-254F7.4,1.0,1,False
RRM2,50.0,12,False
C2orf48,2.0,2,False
HPCAL1,418.0,374,False
ODC1,416.0,275,False
RP11-320M2.1,1.0,1,False
AC007249.3,0.0,0,False
NOL10,70.0,69,False
AC092687.5,0.0,0,False
RN7SL832P,21.0,21,False
AC092687.3,0.0,0,False
ATP6V1C2,11.0,11,False
RP11-791G15.2,3.0,3,False
PDIA6,832.0,644,False
AC092687.4,0.0,0,False
RP11-245G13.2,2.0,2,False
KCNF1,0.0,0,False
AC062028.1,0.0,0,False
C2orf50,0.0,0,False
PQLC3,293.0,267,False
ROCK2,20.0,20,False
AC099344.2,0.0,0,False
AC099344.3,0.0,0,False
LINC00570,0.0,0,False
E2F6,25.0,25,False
AC099344.1,0.0,0,False
GREB1,1.0,1,False
NTSR2,0.0,0,False
LPIN1,210.0,160,False
AC012456.3,0.0,0,False
AC012456.4,0.0,0,False
AC096559.1,1.0,1,False
AC096559.2,0.0,0,False
RP11-333O1.1,0.0,0,False
TRIB2,113.0,108,False
AC092635.1,0.0,0,False
LINC00276,0.0,0,False
AC016730.1,0.0,0,False
AC011897.2,0.0,0,False
FAM84A,0.0,0,False
AC011897.1,0.0,0,False
AC068286.1,0.0,0,False
NBAS,52.0,50,False
AC008278.2,0.0,0,False
DDX1,210.0,167,False
AC008278.3,0.0,0,False
AC008271.1,0.0,0,False
AC113608.1,0.0,0,False
MYCNUN,0.0,0,False
MYCNOS,0.0,0,False
MYCN,0.0,0,False
AC010145.4,0.0,0,False
AC130710.1,0.0,0,False
AC142119.1,0.0,0,False
AC010745.1,0.0,0,False
AC010745.2,0.0,0,False
AC010745.3,0.0,0,False
AC010745.4,0.0,0,False
AC010880.1,0.0,0,False
AC104623.2,0.0,0,False
FAM49A,151.0,135,False
AC008069.1,0.0,0,False
AC080094.1,0.0,0,False
RAD51AP2,0.0,0,False
VSNL1,0.0,0,False
SMC6,64.0,63,False
GEN1,4.0,4,False
MSGN1,0.0,0,False
KCNS3,0.0,0,False
RP11-111J6.2,3.0,3,False
RDH14,295.0,222,False
NT5C1B-RDH14,0.0,0,False
NT5C1B,0.0,0,False
AC106053.1,0.0,0,False
AC092594.1,0.0,0,False
OSR1,0.0,0,False
AC010096.1,0.0,0,False
AC010096.2,0.0,0,False
AC019055.1,0.0,0,False
LINC00954,59.0,57,False
TTC32,85.0,83,False
RP11-79O8.1,1.0,1,False
WDR35,10.0,10,False
AC079145.4,0.0,0,False
MATN3,0.0,0,False
LAPTM4A,747.0,599,False
RP11-644K8.1,0.0,0,False
AC098828.2,0.0,0,False
SDC1,0.0,0,False
PUM2,76.0,73,False
RHOB,506.0,346,False
AC023137.2,0.0,0,False
AC012065.4,0.0,0,False
HS1BP3,64.0,64,False
RP11-130L8.2,0.0,0,False
GDF7,0.0,0,False
AC012065.7,1.0,1,False
RP11-130L8.1,1.0,1,False
C2orf43,43.0,42,False
AC012361.1,0.0,0,False
RP11-116D2.1,0.0,0,False
APOB,0.0,0,False
TDRD15,0.0,0,False
AC067959.1,0.0,0,False
AC011752.1,0.0,0,False
AC009411.2,0.0,0,False
AC009411.1,0.0,0,False
AC018742.1,0.0,0,False
AC068490.2,0.0,0,False
AC068490.1,0.0,0,False
AC096570.2,0.0,0,False
AC096570.1,0.0,0,False
AC016768.1,0.0,0,False
AC012506.1,0.0,0,False
AC012506.2,0.0,0,False
AC012506.3,0.0,0,False
AC012506.4,0.0,0,False
KLHL29,3.0,3,False
AC011239.1,0.0,0,False
ATAD2B,31.0,30,False
UBXN2A,90.0,86,False
MFSD2B,6.0,6,False
C2orf44,6.0,6,False
FKBP1B,13.0,13,False
SF3B14,635.0,542,False
FAM228B,72.0,68,False
